R,G,B,label,label_name
237,209,35,0,yellow
194,10,19,2,red
230,24,33,2,red
30,184,47,5,green
20,5,25,7,black
209,121,13,1,orange
226,207,8,0,yellow
223,242,21,0,yellow
219,11,24,2,red
207,10,36,2,red
224,105,0,1,orange
239,233,24,0,yellow
221,127,8,1,orange
217,242,246,6,white
187,26,31,2,red
228,85,10,1,orange
235,0,0,2,red
207,99,23,1,orange
224,100,0,1,orange
213,127,31,1,orange
14,75,222,4,blue
238,205,33,0,yellow
2,71,203,4,blue
22,82,230,4,blue
17,32,18,7,black
198,29,16,2,red
239,244,215,6,white
9,38,25,7,black
221,97,0,1,orange
218,29,0,2,red
212,214,235,6,white
150,0,208,3,violet
255,221,13,0,yellow
17,25,18,7,black
15,5,19,7,black
241,94,26,1,orange
37,11,19,7,black
0,60,224,4,blue
206,105,6,1,orange
37,50,193,4,blue
216,224,242,6,white
8,181,36,5,green
1,201,10,5,green
35,2,25,7,black
34,41,214,4,blue
225,195,21,0,yellow
236,94,11,1,orange
227,224,17,0,yellow
26,23,21,7,black
226,216,219,6,white
210,4,29,2,red
6,78,187,4,blue
237,214,248,6,white
28,13,20,7,black
251,207,40,0,yellow
32,16,7,7,black
106,0,196,3,violet
0,72,204,4,blue
37,60,185,4,blue
249,200,32,0,yellow
27,25,16,7,black
122,26,205,3,violet
251,207,11,0,yellow
123,39,222,3,violet
10,77,192,4,blue
11,203,31,5,green
216,219,245,6,white
0,158,33,5,green
229,35,23,2,red
5,52,190,4,blue
26,6,4,7,black
219,114,11,1,orange
216,21,4,2,red
233,0,0,2,red
6,191,5,5,green
0,63,212,4,blue
224,96,21,1,orange
149,20,221,3,violet
209,87,8,1,orange
213,21,22,2,red
14,180,45,5,green
119,0,192,3,violet
143,28,223,3,violet
28,14,14,7,black
44,158,35,5,green
128,0,223,3,violet
247,214,250,6,white
227,234,11,0,yellow
144,41,202,3,violet
229,226,247,6,white
223,247,215,6,white
215,35,13,2,red
248,236,23,0,yellow
43,188,21,5,green
199,9,0,2,red
10,2,4,7,black
128,14,198,3,violet
255,228,9,0,yellow
5,56,200,4,blue
221,96,0,1,orange
255,223,0,0,yellow
0,83,210,4,blue
214,215,228,6,white
0,66,191,4,blue
8,10,22,7,black
249,132,10,1,orange
23,156,36,5,green
114,40,188,3,violet
215,126,29,1,orange
217,131,27,1,orange
21,79,235,4,blue
37,22,11,7,black
210,91,0,1,orange
22,83,192,4,blue
34,4,36,7,black
218,213,26,0,yellow
211,23,21,2,red
26,18,13,7,black
219,213,233,6,white
3,194,44,5,green
2,157,29,5,green
45,181,21,5,green
196,32,12,2,red
229,132,36,1,orange
34,24,6,7,black
220,20,29,2,red
37,18,33,7,black
210,240,221,6,white
112,3,221,3,violet
28,22,15,7,black
220,236,22,0,yellow
37,24,12,7,black
215,119,4,1,orange
19,61,211,4,blue
231,203,10,0,yellow
2,5,2,7,black
210,89,6,1,orange
114,23,197,3,violet
132,43,184,3,violet
230,212,231,6,white
221,21,23,2,red
0,77,204,4,blue
227,110,22,1,orange
119,41,196,3,violet
249,223,243,6,white
218,232,25,0,yellow
218,111,31,1,orange
27,58,228,4,blue
123,40,203,3,violet
211,0,11,2,red
221,0,28,2,red
227,107,0,1,orange
12,8,2,7,black
248,231,249,6,white
213,126,1,1,orange
211,109,32,1,orange
209,131,36,1,orange
0,72,209,4,blue
214,15,27,2,red
235,208,24,0,yellow
229,199,0,0,yellow
223,246,215,6,white
215,0,31,2,red
233,209,20,0,yellow
213,213,239,6,white
12,28,4,7,black
253,97,0,1,orange
129,6,224,3,violet
255,235,34,0,yellow
211,231,225,6,white
255,121,25,1,orange
250,240,22,0,yellow
231,230,247,6,white
128,41,211,3,violet
141,8,186,3,violet
241,217,37,0,yellow
215,214,13,0,yellow
32,74,213,4,blue
119,9,221,3,violet
241,206,7,0,yellow
235,231,22,0,yellow
37,85,200,4,blue
210,39,0,2,red
12,22,28,7,black
33,164,44,5,green
246,111,22,1,orange
197,0,0,2,red
255,216,12,0,yellow
255,245,24,0,yellow
40,50,191,4,blue
217,225,236,6,white
33,57,219,4,blue
114,13,203,3,violet
250,219,238,6,white
229,250,249,6,white
8,18,24,7,black
225,128,0,1,orange
211,135,8,1,orange
237,212,243,6,white
1,37,211,4,blue
226,91,38,1,orange
255,227,33,0,yellow
22,62,203,4,blue
143,31,200,3,violet
224,214,5,0,yellow
35,31,34,7,black
109,16,202,3,violet
27,25,25,7,black
37,16,30,7,black
0,42,216,4,blue
34,43,231,4,blue
151,9,178,3,violet
23,66,197,4,blue
196,18,29,2,red
22,13,19,7,black
255,208,21,0,yellow
144,36,197,3,violet
2,42,189,4,blue
40,187,45,5,green
208,112,32,1,orange
228,9,17,2,red
222,227,240,6,white
224,209,24,0,yellow
206,134,7,1,orange
126,45,180,3,violet
235,240,15,0,yellow
18,25,37,7,black
4,34,20,7,black
34,80,201,4,blue
106,6,187,3,violet
10,83,210,4,blue
7,25,27,7,black
32,30,26,7,black
225,233,213,6,white
114,19,202,3,violet
255,222,26,0,yellow
222,221,236,6,white
245,224,8,0,yellow
223,222,27,0,yellow
105,17,221,3,violet
220,116,14,1,orange
20,161,27,5,green
219,102,26,1,orange
242,99,25,1,orange
10,2,30,7,black
255,243,41,0,yellow
220,88,37,1,orange
245,103,25,1,orange
1,202,18,5,green
132,25,217,3,violet
215,132,5,1,orange
249,239,232,6,white
142,3,222,3,violet
218,97,3,1,orange
128,40,224,3,violet
224,132,18,1,orange
208,135,40,1,orange
214,218,222,6,white
17,48,194,4,blue
219,211,230,6,white
243,235,239,6,white
215,109,30,1,orange
255,195,43,0,yellow
40,176,13,5,green
19,5,4,7,black
247,230,37,0,yellow
146,15,175,3,violet
234,105,16,1,orange
226,28,0,2,red
195,0,7,2,red
205,28,28,2,red
0,175,42,5,green
34,62,207,4,blue
117,39,210,3,violet
0,84,216,4,blue
28,47,189,4,blue
143,10,179,3,violet
224,220,234,6,white
243,217,32,0,yellow
116,40,183,3,violet
149,24,213,3,violet
219,1,0,2,red
225,229,237,6,white
3,164,35,5,green
0,188,7,5,green
210,93,29,1,orange
187,11,0,2,red
5,35,5,7,black
212,224,225,6,white
218,5,5,2,red
11,12,11,7,black
130,39,194,3,violet
3,83,220,4,blue
3,25,38,7,black
250,238,19,0,yellow
221,224,236,6,white
118,9,187,3,violet
31,64,209,4,blue
230,114,7,1,orange
126,44,192,3,violet
209,118,26,1,orange
233,217,216,6,white
35,65,207,4,blue
214,217,240,6,white
22,55,233,4,blue
20,167,10,5,green
228,222,45,0,yellow
231,238,220,6,white
233,0,16,2,red
255,198,2,0,yellow
12,3,35,7,black
4,38,35,7,black
219,217,233,6,white
150,22,201,3,violet
217,227,233,6,white
207,8,19,2,red
17,168,30,5,green
244,213,38,0,yellow
231,119,33,1,orange
245,117,0,1,orange
32,4,32,7,black
37,52,190,4,blue
115,0,214,3,violet
36,20,29,7,black
34,35,230,4,blue
209,0,25,2,red
235,227,225,6,white
224,240,8,0,yellow
21,181,34,5,green
4,159,48,5,green
112,0,178,3,violet
255,227,12,0,yellow
20,82,226,4,blue
138,17,219,3,violet
238,230,212,6,white
34,74,191,4,blue
18,164,25,5,green
145,39,218,3,violet
15,60,210,4,blue
244,100,0,1,orange
233,103,34,1,orange
5,70,210,4,blue
22,29,18,7,black
223,103,26,1,orange
2,169,53,5,green
128,28,219,3,violet
155,29,210,3,violet
144,35,194,3,violet
6,43,229,4,blue
32,186,5,5,green
240,112,27,1,orange
222,23,4,2,red
211,87,0,1,orange
14,11,34,7,black
34,19,10,7,black
255,218,27,0,yellow
110,5,211,3,violet
226,92,17,1,orange
211,101,29,1,orange
39,157,18,5,green
113,2,187,3,violet
31,29,17,7,black
130,42,198,3,violet
236,196,32,0,yellow
237,92,26,1,orange
213,12,10,2,red
110,13,216,3,violet
136,8,221,3,violet
129,32,194,3,violet
249,209,36,0,yellow
24,10,22,7,black
224,210,222,6,white
34,35,21,7,black
16,51,197,4,blue
228,120,31,1,orange
116,43,187,3,violet
245,123,0,1,orange
151,45,192,3,violet
0,78,188,4,blue
21,199,5,5,green
153,27,199,3,violet
212,226,240,6,white
230,225,229,6,white
6,11,9,7,black
194,21,0,2,red
215,88,0,1,orange
0,59,209,4,blue
236,86,14,1,orange
255,198,8,0,yellow
22,6,26,7,black
254,105,7,1,orange
17,185,50,5,green
112,0,196,3,violet
10,204,10,5,green
214,16,0,2,red
235,228,225,6,white
1,64,212,4,blue
235,7,6,2,red
243,249,234,6,white
216,233,37,0,yellow
213,220,247,6,white
203,32,0,2,red
134,14,185,3,violet
230,122,0,1,orange
246,221,247,6,white
251,228,15,0,yellow
12,16,37,7,black
221,119,24,1,orange
203,6,2,2,red
209,39,0,2,red
137,6,190,3,violet
218,199,37,0,yellow
209,135,22,1,orange
236,202,24,0,yellow
13,175,41,5,green
44,166,36,5,green
23,13,36,7,black
207,99,38,1,orange
230,243,219,6,white
9,168,54,5,green
0,71,228,4,blue
128,2,196,3,violet
24,27,8,7,black
219,236,240,6,white
193,0,36,2,red
225,238,227,6,white
25,38,23,7,black
9,11,4,7,black
209,95,17,1,orange
124,24,216,3,violet
0,70,235,4,blue
231,212,248,6,white
245,213,42,0,yellow
222,88,22,1,orange
125,4,193,3,violet
227,240,39,0,yellow
246,196,18,0,yellow
36,17,36,7,black
230,218,1,0,yellow
187,0,1,2,red
255,224,40,0,yellow
241,93,26,1,orange
138,26,179,3,violet
115,0,210,3,violet
212,229,236,6,white
134,41,204,3,violet
204,9,22,2,red
228,230,221,6,white
152,39,203,3,violet
37,22,12,7,black
238,223,224,6,white
238,232,242,6,white
109,9,181,3,violet
214,10,25,2,red
233,250,229,6,white
222,15,30,2,red
240,130,37,1,orange
242,212,0,0,yellow
133,14,211,3,violet
245,247,227,6,white
211,96,31,1,orange
219,93,2,1,orange
129,0,196,3,violet
31,45,194,4,blue
235,246,245,6,white
0,190,33,5,green
243,235,243,6,white
27,14,2,7,black
9,192,48,5,green
250,243,218,6,white
137,1,185,3,violet
210,120,19,1,orange
30,37,8,7,black
191,34,33,2,red
230,26,38,2,red
4,29,18,7,black
23,82,223,4,blue
3,7,31,7,black
18,37,199,4,blue
244,245,228,6,white
133,39,202,3,violet
14,10,12,7,black
241,125,0,1,orange
246,96,25,1,orange
219,210,44,0,yellow
211,234,219,6,white
187,13,13,2,red
0,44,221,4,blue
145,31,224,3,violet
255,211,13,0,yellow
249,212,250,6,white
0,71,209,4,blue
252,126,38,1,orange
245,228,24,0,yellow
33,12,3,7,black
241,247,223,6,white
248,233,246,6,white
195,32,0,2,red
203,20,8,2,red
0,43,185,4,blue
218,32,0,2,red
121,38,202,3,violet
192,23,0,2,red
213,102,9,1,orange
32,25,17,7,black
141,45,177,3,violet
212,244,221,6,white
8,77,216,4,blue
226,228,212,6,white
248,220,210,6,white
31,80,235,4,blue
22,41,217,4,blue
254,97,36,1,orange
249,250,240,6,white
38,35,31,7,black
109,18,177,3,violet
15,40,204,4,blue
229,28,26,2,red
236,215,241,6,white
38,23,21,7,black
220,216,215,6,white
247,211,3,0,yellow
185,16,0,2,red
220,209,1,0,yellow
255,199,17,0,yellow
216,211,8,0,yellow
0,74,201,4,blue
224,31,0,2,red
212,127,4,1,orange
193,11,5,2,red
25,18,34,7,black
0,168,41,5,green
10,32,8,7,black
23,157,20,5,green
239,121,1,1,orange
218,0,18,2,red
226,225,234,6,white
0,182,55,5,green
122,21,209,3,violet
235,0,10,2,red
15,177,17,5,green
131,0,194,3,violet
0,37,232,4,blue
35,36,14,7,black
18,21,4,7,black
247,224,238,6,white
18,30,17,7,black
41,158,52,5,green
105,38,207,3,violet
151,1,184,3,violet
252,230,30,0,yellow
149,38,200,3,violet
219,230,29,0,yellow
212,100,21,1,orange
220,233,0,0,yellow
219,134,27,1,orange
36,3,38,7,black
199,0,2,2,red
240,202,31,0,yellow
232,244,219,6,white
224,205,43,0,yellow
233,238,211,6,white
217,213,216,6,white
4,57,225,4,blue
109,29,199,3,violet
211,244,227,6,white
37,22,11,7,black
203,21,0,2,red
230,209,0,0,yellow
215,228,29,0,yellow
216,135,6,1,orange
252,208,9,0,yellow
13,46,220,4,blue
191,18,1,2,red
5,9,9,7,black
6,5,23,7,black
206,2,35,2,red
220,104,0,1,orange
22,81,222,4,blue
233,109,15,1,orange
34,6,27,7,black
0,51,204,4,blue
33,173,29,5,green
255,241,39,0,yellow
31,167,51,5,green
232,239,234,6,white
11,183,32,5,green
253,135,0,1,orange
245,222,221,6,white
186,3,26,2,red
238,100,16,1,orange
229,237,226,6,white
10,20,23,7,black
214,227,221,6,white
23,31,23,7,black
42,161,50,5,green
228,210,232,6,white
255,214,39,0,yellow
212,3,12,2,red
236,98,34,1,orange
247,107,18,1,orange
255,207,40,0,yellow
128,3,207,3,violet
235,244,44,0,yellow
255,234,34,0,yellow
152,26,175,3,violet
251,98,30,1,orange
238,224,237,6,white
217,7,16,2,red
107,19,195,3,violet
242,218,229,6,white
231,234,25,0,yellow
246,213,210,6,white
236,238,29,0,yellow
235,0,21,2,red
30,29,27,7,black
234,85,17,1,orange
30,5,18,7,black
240,214,232,6,white
4,196,30,5,green
37,37,7,7,black
222,211,227,6,white
7,84,191,4,blue
205,36,0,2,red
255,244,3,0,yellow
10,193,38,5,green
40,183,48,5,green
118,21,194,3,violet
232,204,3,0,yellow
223,33,10,2,red
17,189,8,5,green
29,166,46,5,green
151,7,190,3,violet
243,226,247,6,white
155,19,205,3,violet
242,203,0,0,yellow
140,11,191,3,violet
39,196,40,5,green
120,37,195,3,violet
215,0,11,2,red
138,31,225,3,violet
226,226,246,6,white
233,13,35,2,red
40,47,190,4,blue
106,45,209,3,violet
236,239,248,6,white
30,191,17,5,green
29,77,215,4,blue
34,38,8,7,black
244,217,245,6,white
246,215,6,0,yellow
20,68,227,4,blue
150,14,210,3,violet
247,215,0,0,yellow
250,237,235,6,white
227,98,1,1,orange
224,128,0,1,orange
140,32,218,3,violet
22,9,31,7,black
229,109,16,1,orange
236,111,35,1,orange
231,220,243,6,white
215,239,212,6,white
230,86,4,1,orange
223,39,14,2,red
4,7,36,7,black
32,180,45,5,green
193,20,25,2,red
29,183,12,5,green
252,89,5,1,orange
255,215,0,0,yellow
255,229,33,0,yellow
23,38,35,7,black
31,34,34,7,black
145,41,200,3,violet
217,4,16,2,red
231,225,249,6,white
107,0,201,3,violet
18,34,3,7,black
16,25,15,7,black
43,191,7,5,green
34,159,38,5,green
247,228,5,0,yellow
23,59,217,4,blue
24,38,11,7,black
18,26,29,7,black
237,110,0,1,orange
255,212,44,0,yellow
240,214,24,0,yellow
31,23,11,7,black
28,60,215,4,blue
24,13,5,7,black
25,33,2,7,black
148,4,191,3,violet
222,241,7,0,yellow
11,16,16,7,black
245,237,236,6,white
227,0,22,2,red
137,41,222,3,violet
210,92,26,1,orange
8,42,185,4,blue
225,241,24,0,yellow
227,246,222,6,white
11,61,232,4,blue
121,8,175,3,violet
219,3,14,2,red
155,40,211,3,violet
18,183,23,5,green
0,54,213,4,blue
228,212,235,6,white
32,13,34,7,black
0,55,229,4,blue
31,191,28,5,green
229,94,25,1,orange
224,87,35,1,orange
254,104,10,1,orange
227,212,215,6,white
112,27,194,3,violet
38,181,38,5,green
247,239,232,6,white
223,240,16,0,yellow
30,73,187,4,blue
13,190,15,5,green
3,71,215,4,blue
230,204,36,0,yellow
125,21,200,3,violet
233,236,14,0,yellow
139,19,219,3,violet
255,231,14,0,yellow
2,36,37,7,black
226,115,19,1,orange
0,174,45,5,green
255,198,13,0,yellow
221,241,239,6,white
8,68,228,4,blue
113,1,195,3,violet
229,224,238,6,white
245,112,0,1,orange
113,33,210,3,violet
238,217,8,0,yellow
239,221,217,6,white
10,44,233,4,blue
155,25,176,3,violet
225,242,243,6,white
18,36,26,7,black
43,161,38,5,green
0,71,202,4,blue
12,47,206,4,blue
219,123,4,1,orange
149,4,209,3,violet
222,211,6,0,yellow
255,241,0,0,yellow
32,195,34,5,green
252,129,12,1,orange
37,54,229,4,blue
220,0,9,2,red
239,120,0,1,orange
218,11,0,2,red
125,35,219,3,violet
253,127,4,1,orange
237,199,20,0,yellow
247,224,12,0,yellow
1,203,19,5,green
253,222,8,0,yellow
217,19,32,2,red
38,29,35,7,black
224,24,26,2,red
5,77,226,4,blue
230,213,219,6,white
6,3,12,7,black
42,156,13,5,green
38,15,6,7,black
231,0,19,2,red
18,194,47,5,green
37,85,199,4,blue
255,218,18,0,yellow
204,0,12,2,red
0,75,209,4,blue
0,162,8,5,green
10,7,13,7,black
246,222,236,6,white
36,183,32,5,green
5,30,28,7,black
35,194,5,5,green
231,21,7,2,red
235,230,238,6,white
239,133,40,1,orange
36,29,4,7,black
114,45,212,3,violet
228,218,214,6,white
12,169,21,5,green
14,37,21,7,black
236,231,0,0,yellow
242,223,250,6,white
246,216,225,6,white
227,222,2,0,yellow
115,28,214,3,violet
20,51,226,4,blue
0,205,28,5,green
233,231,210,6,white
145,36,203,3,violet
250,215,241,6,white
24,60,230,4,blue
243,218,18,0,yellow
239,239,233,6,white
19,41,190,4,blue
37,201,33,5,green
212,245,246,6,white
247,230,1,0,yellow
255,129,0,1,orange
224,213,0,0,yellow
218,245,211,6,white
155,2,186,3,violet
196,17,28,2,red
252,120,30,1,orange
220,243,10,0,yellow
251,237,0,0,yellow
28,15,29,7,black
223,226,231,6,white
237,196,21,0,yellow
251,243,32,0,yellow
218,207,28,0,yellow
7,80,194,4,blue
7,178,47,5,green
15,47,223,4,blue
212,238,215,6,white
14,43,225,4,blue
12,38,5,7,black
0,41,220,4,blue
216,200,0,0,yellow
32,34,36,7,black
40,166,23,5,green
221,238,9,0,yellow
4,17,2,7,black
220,115,12,1,orange
239,231,17,0,yellow
244,215,7,0,yellow
132,21,180,3,violet
14,42,197,4,blue
23,3,4,7,black
20,167,18,5,green
19,201,25,5,green
16,167,6,5,green
226,240,23,0,yellow
246,104,0,1,orange
15,84,212,4,blue
231,120,40,1,orange
244,230,236,6,white
232,235,39,0,yellow
126,9,201,3,violet
7,68,223,4,blue
211,242,242,6,white
15,187,39,5,green
12,28,9,7,black
255,204,26,0,yellow
150,33,188,3,violet
0,166,17,5,green
215,230,5,0,yellow
5,26,25,7,black
27,26,25,7,black
216,2,0,2,red
222,125,10,1,orange
21,190,9,5,green
212,214,215,6,white
36,17,24,7,black
199,35,8,2,red
249,230,228,6,white
36,181,30,5,green
224,111,32,1,orange
206,15,26,2,red
130,26,207,3,violet
34,10,2,7,black
226,222,227,6,white
230,108,33,1,orange
222,244,13,0,yellow
238,108,0,1,orange
252,222,14,0,yellow
255,217,40,0,yellow
213,214,234,6,white
243,197,3,0,yellow
211,246,231,6,white
208,0,18,2,red
233,233,8,0,yellow
12,14,26,7,black
19,18,18,7,black
198,37,24,2,red
16,30,31,7,black
145,1,176,3,violet
247,202,19,0,yellow
32,35,188,4,blue
129,0,186,3,violet
239,243,239,6,white
26,24,24,7,black
10,22,29,7,black
0,84,205,4,blue
31,50,192,4,blue
255,218,29,0,yellow
20,189,8,5,green
214,121,27,1,orange
15,38,21,7,black
31,64,211,4,blue
30,27,15,7,black
35,38,9,7,black
29,44,205,4,blue
213,0,0,2,red
234,244,239,6,white
20,66,223,4,blue
6,189,18,5,green
213,11,34,2,red
244,89,2,1,orange
191,33,18,2,red
207,93,26,1,orange
130,34,186,3,violet
0,194,35,5,green
13,5,20,7,black
220,230,13,0,yellow
4,26,11,7,black
125,43,225,3,violet
218,118,28,1,orange
12,65,222,4,blue
243,238,31,0,yellow
12,2,36,7,black
7,35,195,4,blue
229,92,25,1,orange
225,215,231,6,white
9,70,235,4,blue
21,167,45,5,green
22,160,48,5,green
33,169,51,5,green
255,240,39,0,yellow
232,126,28,1,orange
244,245,250,6,white
251,223,24,0,yellow
248,218,232,6,white
17,202,25,5,green
204,35,10,2,red
224,219,216,6,white
214,37,27,2,red
15,178,7,5,green
12,201,51,5,green
106,37,203,3,violet
237,199,10,0,yellow
215,109,0,1,orange
220,211,216,6,white
1,64,185,4,blue
229,0,38,2,red
189,32,38,2,red
255,130,12,1,orange
189,21,33,2,red
218,222,236,6,white
216,215,236,6,white
17,70,213,4,blue
187,19,12,2,red
233,245,250,6,white
123,2,209,3,violet
27,21,9,7,black
245,218,221,6,white
219,9,0,2,red
255,234,5,0,yellow
216,92,0,1,orange
238,245,16,0,yellow
208,116,26,1,orange
17,27,10,7,black
138,21,225,3,violet
216,244,242,6,white
211,241,242,6,white
23,28,19,7,black
137,34,196,3,violet
13,186,6,5,green
190,0,28,2,red
31,30,28,7,black
192,0,28,2,red
243,129,37,1,orange
222,221,222,6,white
230,40,0,2,red
17,20,12,7,black
225,34,12,2,red
251,128,11,1,orange
209,135,40,1,orange
218,90,0,1,orange
232,29,0,2,red
116,29,192,3,violet
0,74,202,4,blue
32,81,232,4,blue
227,18,36,2,red
0,75,222,4,blue
241,235,237,6,white
253,236,38,0,yellow
129,8,200,3,violet
221,222,18,0,yellow
218,227,0,0,yellow
211,7,0,2,red
254,113,19,1,orange
34,179,6,5,green
234,245,23,0,yellow
4,54,216,4,blue
218,105,0,1,orange
36,205,33,5,green
235,235,15,0,yellow
230,243,210,6,white
137,9,176,3,violet
143,5,201,3,violet
227,0,0,2,red
31,188,20,5,green
214,225,244,6,white
200,23,24,2,red
213,245,221,6,white
22,17,28,7,black
0,53,201,4,blue
16,22,15,7,black
0,53,214,4,blue
234,235,216,6,white
143,40,179,3,violet
11,28,35,7,black
142,30,225,3,violet
19,2,5,7,black
36,165,38,5,green
26,24,29,7,black
246,242,22,0,yellow
224,32,34,2,red
246,91,33,1,orange
26,33,7,7,black
221,134,0,1,orange
149,0,182,3,violet
246,218,224,6,white
23,185,26,5,green
231,0,3,2,red
141,13,177,3,violet
224,233,249,6,white
42,191,6,5,green
133,10,200,3,violet
221,246,221,6,white
110,29,213,3,violet
30,75,234,4,blue
253,235,5,0,yellow
148,16,195,3,violet
153,33,212,3,violet
243,113,1,1,orange
9,199,19,5,green
119,9,191,3,violet
230,246,235,6,white
255,109,0,1,orange
10,186,17,5,green
238,235,231,6,white
222,207,45,0,yellow
212,247,215,6,white
187,0,0,2,red
229,93,16,1,orange
230,134,26,1,orange
16,52,204,4,blue
146,43,197,3,violet
33,64,190,4,blue
225,218,18,0,yellow
130,20,212,3,violet
17,38,200,4,blue
198,27,2,2,red
255,122,39,1,orange
192,9,18,2,red
237,134,16,1,orange
216,237,230,6,white
23,81,223,4,blue
201,6,1,2,red
0,174,54,5,green
237,120,3,1,orange
26,174,41,5,green
234,228,250,6,white
245,233,221,6,white
15,186,25,5,green
0,62,206,4,blue
214,0,5,2,red
222,238,29,0,yellow
247,93,28,1,orange
213,37,31,2,red
255,213,44,0,yellow
4,172,43,5,green
235,210,24,0,yellow
234,220,30,0,yellow
232,230,220,6,white
151,0,198,3,violet
224,0,11,2,red
42,159,25,5,green
213,217,248,6,white
217,105,22,1,orange
138,17,189,3,violet
107,10,221,3,violet
211,105,13,1,orange
28,34,18,7,black
245,94,28,1,orange
0,180,23,5,green
191,6,31,2,red
3,7,10,7,black
219,198,5,0,yellow
43,169,14,5,green
113,28,209,3,violet
228,9,15,2,red
194,18,0,2,red
233,236,235,6,white
4,4,3,7,black
13,205,47,5,green
30,32,18,7,black
248,248,216,6,white
222,243,230,6,white
208,133,25,1,orange
198,27,20,2,red
219,237,245,6,white
147,5,221,3,violet
134,19,217,3,violet
216,245,244,6,white
0,73,234,4,blue
255,225,21,0,yellow
136,14,190,3,violet
14,198,44,5,green
6,77,216,4,blue
20,21,30,7,black
26,12,31,7,black
4,189,44,5,green
255,228,26,0,yellow
216,128,39,1,orange
218,220,27,0,yellow
197,8,0,2,red
219,200,15,0,yellow
118,3,188,3,violet
13,196,24,5,green
24,3,24,7,black
217,218,221,6,white
31,38,199,4,blue
247,127,12,1,orange
14,21,14,7,black
251,88,0,1,orange
249,127,0,1,orange
23,31,27,7,black
248,246,235,6,white
15,10,19,7,black
28,165,50,5,green
220,218,9,0,yellow
243,199,40,0,yellow
253,219,4,0,yellow
126,19,220,3,violet
218,115,0,1,orange
0,43,222,4,blue
250,123,0,1,orange
0,58,231,4,blue
232,91,0,1,orange
220,236,37,0,yellow
246,197,3,0,yellow
217,240,22,0,yellow
106,24,208,3,violet
134,0,198,3,violet
198,31,0,2,red
219,210,35,0,yellow
254,119,24,1,orange
226,98,2,1,orange
0,81,198,4,blue
111,38,225,3,violet
238,228,27,0,yellow
232,222,26,0,yellow
16,13,6,7,black
218,240,3,0,yellow
110,20,219,3,violet
12,24,2,7,black
25,18,18,7,black
7,171,50,5,green
191,3,24,2,red
221,203,11,0,yellow
24,64,212,4,blue
208,39,21,2,red
195,35,19,2,red
12,156,50,5,green
222,218,228,6,white
230,130,0,1,orange
1,183,26,5,green
244,227,33,0,yellow
5,13,19,7,black
128,11,210,3,violet
29,175,15,5,green
245,217,30,0,yellow
0,81,195,4,blue
222,212,23,0,yellow
210,1,8,2,red
34,174,48,5,green
32,41,198,4,blue
241,125,7,1,orange
24,48,216,4,blue
236,211,211,6,white
255,224,0,0,yellow
13,164,52,5,green
249,123,0,1,orange
255,210,23,0,yellow
230,12,0,2,red
253,215,26,0,yellow
243,229,40,0,yellow
137,21,217,3,violet
208,16,30,2,red
247,86,20,1,orange
38,36,35,7,black
210,130,5,1,orange
219,4,0,2,red
149,16,212,3,violet
206,128,0,1,orange
31,176,45,5,green
216,17,0,2,red
31,2,9,7,black
218,213,243,6,white
213,119,2,1,orange
142,6,199,3,violet
254,116,25,1,orange
9,7,20,7,black
224,0,26,2,red
44,168,51,5,green
190,1,2,2,red
0,55,206,4,blue
243,209,21,0,yellow
13,2,7,7,black
0,44,214,4,blue
229,23,24,2,red
0,46,201,4,blue
229,236,0,0,yellow
249,107,0,1,orange
144,29,211,3,violet
38,38,2,7,black
239,124,0,1,orange
255,239,29,0,yellow
190,34,19,2,red
217,242,244,6,white
29,12,2,7,black
5,55,214,4,blue
132,42,190,3,violet
0,81,229,4,blue
213,132,15,1,orange
9,184,12,5,green
244,93,40,1,orange
32,25,26,7,black
245,89,21,1,orange
25,60,197,4,blue
27,204,17,5,green
244,199,2,0,yellow
21,22,21,7,black
26,75,214,4,blue
248,243,245,6,white
37,161,44,5,green
220,133,33,1,orange
238,226,247,6,white
231,208,37,0,yellow
5,193,33,5,green
36,196,29,5,green
4,31,6,7,black
234,20,0,2,red
241,107,24,1,orange
0,46,205,4,blue
251,213,39,0,yellow
237,244,0,0,yellow
255,236,4,0,yellow
18,181,20,5,green
209,86,27,1,orange
109,7,178,3,violet
147,42,204,3,violet
130,7,196,3,violet
21,25,20,7,black
188,16,9,2,red
12,199,29,5,green
5,28,33,7,black
16,14,9,7,black
200,13,18,2,red
217,11,32,2,red
0,68,232,4,blue
19,66,196,4,blue
30,84,197,4,blue
25,20,11,7,black
112,30,189,3,violet
191,37,0,2,red
149,18,219,3,violet
220,203,4,0,yellow
145,7,225,3,violet
116,0,198,3,violet
231,30,23,2,red
221,101,24,1,orange
222,237,212,6,white
193,0,34,2,red
225,100,11,1,orange
235,0,24,2,red
242,238,1,0,yellow
255,198,38,0,yellow
0,176,27,5,green
241,217,223,6,white
36,18,24,7,black
198,3,24,2,red
7,198,50,5,green
210,99,12,1,orange
250,204,12,0,yellow
249,112,36,1,orange
209,11,0,2,red
240,231,211,6,white
25,67,189,4,blue
216,238,218,6,white
248,133,0,1,orange
36,35,213,4,blue
230,0,25,2,red
232,0,5,2,red
19,184,28,5,green
117,0,194,3,violet
0,186,18,5,green
0,48,220,4,blue
23,40,223,4,blue
21,180,50,5,green
226,237,37,0,yellow
185,0,1,2,red
255,238,28,0,yellow
10,18,19,7,black
39,81,215,4,blue
246,239,26,0,yellow
17,17,18,7,black
